Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 2 Attacking Wins,Team 1 Agents,Team 2 Agents
Abyss,Gentle Mates,FNATIC,5,13,4,11,"Sova,Omen,Jett,Yoru,Astra","Breach,Sova,Jett,Yoru,Astra"
Split,FUT Esports,Team Vitality,4,13,1,2,"Breach,Raze,Cypher,Astra,Fade","Breach,Raze,Viper,Omen,Fade"
Bind,FUT Esports,Team Vitality,7,13,4,9,"Raze,Viper,Brimstone,KAY/O,Tejo","Raze,Viper,Brimstone,Skye,Tejo"
Lotus,BBL Esports,Team Heretics,7,13,3,8,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Omen,Astra,Fade"
Pearl,BBL Esports,Team Heretics,11,13,7,8,"Sova,Yoru,Astra,Chamber,Vyse","Killjoy,Jett,Astra,KAY/O,Tejo"
Split,Global Esports,DetonatioN FocusMe,12,14,6,7,"Raze,Cypher,Astra,Fade,Deadlock","Raze,Cypher,Omen,Skye,Vyse"
Abyss,Global Esports,DetonatioN FocusMe,8,13,6,10,"Breach,Sova,Jett,Astra,Chamber","Sova,Omen,Jett,Astra,KAY/O"
Haven,Rex Regum Qeon,Team Secret,13,4,8,0,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Pearl,Rex Regum Qeon,Team Secret,13,4,11,3,"Sova,Phoenix,Jett,Astra,Vyse","Sova,Killjoy,Jett,Astra,KAY/O"
Lotus,Rex Regum Qeon,Team Secret,9,13,5,8,"Raze,Viper,Omen,Fade,Vyse","Raze,Viper,Omen,Fade,Vyse"
Fracture,Paper Rex,ZETA DIVISION,13,8,7,6,"Breach,Raze,Killjoy,Brimstone,Skye","Breach,Brimstone,Chamber,Neon,Tejo"
Lotus,Paper Rex,ZETA DIVISION,13,5,8,1,"Raze,Omen,Jett,Skye,Vyse","Breach,Cypher,Omen,Neon,Fade"
Lotus,Nongshim RedForce,BOOM Esports,13,9,6,3,"Viper,Omen,Neon,Fade,Vyse","Raze,Killjoy,Viper,Omen,Fade"
Bind,Nongshim RedForce,BOOM Esports,7,13,6,7,"Raze,Brimstone,Fade,Deadlock,Vyse","Raze,Brimstone,KAY/O,Fade,Vyse"
Pearl,Nongshim RedForce,BOOM Esports,13,3,4,3,"Sova,Killjoy,Astra,Neon,Vyse","Killjoy,Astra,KAY/O,Neon,Fade"
