Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Lotus,GTZ Esports,PPP,4,13,0,5,8,4,"Breach,Raze,Cypher,Sova,Omen","Breach,Raze,Cypher,Sova,Omen"
Split,FOKUS,CGN Esports,13,5,4,2,3,9,"Raze,Omen,Yoru,Astra,Fade","Raze,Viper,Sage,Omen,Jett"
Split,NOM Esports,trashcan,10,13,3,8,5,7,"Raze,Cypher,Viper,Omen,Skye","Cypher,Viper,Omen,Jett,Skye"
Lotus,Galakticos,S2G Esports,12,14,8,5,9,4,"Breach,Cypher,Omen,Yoru,Iso","Cypher,Omen,Neon,Fade,Deadlock"
Ascent,SAW,HOF Esports,13,2,10,2,0,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,MOUZ,Eintracht Frankfurt,9,13,7,5,8,2,"Breach,Raze,Cypher,Omen,Skye","Raze,Cypher,Sage,Omen,Skye"
Ascent,Striders,DELTA esports (JP),14,16,6,9,7,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,The MongolZ,WICKED,13,9,7,5,4,6,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Viper,Jett,Gekko,Iso"
Split,esports team αD,NOEZ FOXX,8,13,1,8,5,7,"Breach,Raze,Cypher,Sage,Omen","Raze,Cypher,Omen,Neon,Iso"
Bind,Delight,Crest Gaming ZST,14,16,9,6,10,5,"Breach,Raze,Brimstone,Neon,Gekko","Raze,Reyna,Gekko,Iso,Clove"
Bind,MOUZ,Eintracht Frankfurt,8,13,4,8,5,4,"Breach,Raze,Viper,Brimstone,Gekko","Raze,Viper,Yoru,Gekko,Clove"
Sunset,WICKED,じゅんや友達,13,9,6,6,3,7,"Cypher,Sova,Omen,Jett,Iso","Breach,Raze,Sage,Omen,Gekko"
Ascent,DetonatioN FocusMe,ZETA DIVISION,13,10,7,4,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,NTPOJA,Striders,10,13,5,6,7,5,"Breach,Killjoy,Omen,Neon,Gekko","Sova,Killjoy,Omen,Neon,Iso"
Lotus,ODD PLAN,NOEZ FOXX,8,13,5,7,6,3,"Breach,Cypher,Omen,Neon,Iso","Raze,Cypher,Omen,Neon,Iso"
Breeze,The MongolZ,BC SWELL,13,5,7,5,0,6,"Breach,Cypher,Sova,Viper,Jett","Cypher,Sova,Viper,Omen,Yoru"
Bind,Crest Gaming ZST,RIP root,13,2,3,0,2,10,"Raze,Reyna,Gekko,Iso,Clove","Phoenix,Reyna,Deadlock,Iso,Clove"
Sunset,Delight,Slovo Yakuta,13,6,9,3,3,4,"Breach,Raze,Sage,Omen,Gekko","Raze,Cypher,Omen,Gekko,Iso"
Ascent,IGZIST,DELTA esports (JP),9,13,5,5,8,4,"Sova,Killjoy,Jett,Iso,Clove","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,esports team αD,Haven Liberty,13,6,7,5,1,6,"Raze,Cypher,Sage,Omen,Fade","Raze,Cypher,Omen,KAY/O,Gekko"
Lotus,MOUZ,Eintracht Frankfurt,13,6,7,0,6,6,"Breach,Cypher,Omen,Yoru,Fade","Raze,Cypher,Sova,Omen,Astra"
Ascent,ゆぴお戦隊ゴレンジャー,BC SWELL,6,13,3,9,4,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,FAV gaming,WICKED,11,13,5,7,6,6,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Viper,Jett,Gekko,Iso"
Icebox,Team  Swamp,The MongolZ,1,13,0,2,11,1,"Sova,Killjoy,Viper,Jett,Deadlock","Killjoy,Viper,Jett,KAY/O,Gekko"
Sunset,TeamDuration,じゅんや友達,5,13,4,8,5,1,"Raze,Cypher,Sage,Omen,Fade","Breach,Raze,Sage,Omen,Gekko"
Lotus,IGZIST,SilhouetteS,13,3,10,2,1,3,"Raze,Cypher,Reyna,Iso,Clove","Breach,Killjoy,Omen,Jett,Fade"
Sunset,NIX EAST,Slovo Yakuta,6,13,6,6,7,0,"Raze,Cypher,Sage,Omen,Fade","Raze,Cypher,Omen,Gekko,Iso"
Bind,俺らヨル専,RIP root,9,13,4,6,7,5,"Cypher,Phoenix,Yoru,Iso,Clove","Raze,Reyna,Jett,Iso,Clove"
Icebox,Striders,DragonGaming,13,9,7,3,6,6,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Iso"
Ascent,NTPOJA,デブキラー,13,9,4,8,1,9,"Breach,Sova,Killjoy,Omen,Jett","Sova,Killjoy,Phoenix,Omen,Jett"
Lotus,Haven Liberty,toshio,13,2,11,1,1,2,"Raze,Killjoy,Omen,Fade,Deadlock","Breach,Raze,Killjoy,Omen,Fade"
Bind,NOEZ FOXX,BEST OF ADHD,13,7,7,1,6,6,"Raze,Brimstone,Neon,Gekko,Iso","Raze,Brimstone,Skye,Gekko,Iso"
Ascent,Crest Gaming ZST,TRIDENT,13,11,5,7,4,8,"Cypher,Sova,Jett,Iso,Clove","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,DELTA esports (JP),にゃん汰親衛隊,13,7,6,6,1,7,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Omen,Skye,Gekko"
Lotus,TEAM NAY,Delight,9,13,3,7,6,6,"Breach,Killjoy,Omen,Jett,Fade","Breach,Raze,Cypher,Omen,Fade"
Sunset,ODD PLAN,Cryptid,13,8,8,1,7,5,"Breach,Cypher,Omen,Neon,Iso","Breach,Raze,Cypher,Sova,Omen"
Sunset,NoNameGamings,esports team αD,7,13,6,6,7,1,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Gekko,Iso,Clove"
Sunset,DetonatioN FocusMe,ZETA DIVISION,13,9,7,5,4,6,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Haven,DetonatioN FocusMe,ZETA DIVISION,7,13,3,5,8,4,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Icebox,polar bear,Evergarden GC,13,6,10,2,4,3,"Sova,Killjoy,Viper,Gekko,Iso","Raze,Killjoy,Viper,Yoru,Fade"
Bind,Scissor Sisters,Blossom,13,11,7,5,6,6,"Raze,Cypher,Skye,Astra,Clove","Raze,Cypher,Skye,Harbor,Clove"
Sunset,Global Esports,Bleed Esports,13,6,6,1,5,7,"Cypher,Sova,Omen,KAY/O,Neon","Raze,Cypher,Sova,Omen,KAY/O"
Sunset,polar bear,Evergarden GC,1,13,1,11,2,0,"Cypher,Sova,Omen,Neon,Gekko","Cypher,Sova,Phoenix,Omen,Neon"
Bind,Clueless GC,VIXENS,6,13,1,6,7,5,"Raze,Cypher,Jett,Gekko,Clove","Raze,Viper,Brimstone,Fade,Gekko"
Icebox,ViBe,swaglord9000,4,13,2,3,10,2,"Sova,Viper,Sage,Reyna,Jett","Sova,Killjoy,Viper,Sage,Jett"
Sunset,Scissor Sisters,Blossom,13,7,9,3,4,4,"Breach,Raze,Cypher,Gekko,Clove","Breach,Cypher,Sova,Omen,Neon"
Ascent,polar bear,Evergarden GC,13,5,10,2,3,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Omen,Jett"
Bind,ViBe,swaglord9000,1,13,1,11,2,0,"Raze,Killjoy,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Skye,Deadlock"
Icebox,Clueless GC,VIXENS,2,13,0,3,10,2,"Sova,Killjoy,Viper,Sage,Jett","Killjoy,Viper,Jett,KAY/O,Gekko"
Lotus,Global Esports,Bleed Esports,13,6,9,3,3,4,"Breach,Cypher,Omen,Neon,Fade","Raze,Cypher,Viper,Omen,Fade"
Sunset,Scissor Sisters,ViBe,13,2,10,2,0,3,"Breach,Raze,Cypher,Gekko,Clove","Cypher,Reyna,Omen,Gekko,Iso"
Haven,VIXENS,polar bear,6,13,3,9,4,3,"Breach,Cypher,Jett,Astra,Gekko","Breach,Sova,Killjoy,Omen,Jett"
Bind,Evergarden GC,Blossom,16,14,11,4,10,5,"Raze,Cypher,Brimstone,Skye,Clove","Raze,Cypher,Skye,Harbor,Clove"
Bind,swaglord9000,Clueless GC,13,0,1,0,0,12,"Raze,Viper,Brimstone,Skye,Iso","Raze,Cypher,Jett,Gekko,Clove"
Icebox,swaglord9000,Clueless GC,13,1,2,0,1,11,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Sage,Jett"
Sunset,Evergarden GC,Blossom,13,2,10,2,0,3,"Cypher,Sova,Phoenix,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Scissor Sisters,ViBe,13,11,7,5,6,6,"Raze,Killjoy,Reyna,Omen,Skye","Killjoy,Reyna,Skye,Gekko,Clove"
Sunset,VIXENS,polar bear,11,13,5,7,6,6,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,Neon,Gekko"
Icebox,no team name,koupert and friends,3,13,2,10,3,1,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Viper,Harbor,Gekko,Iso"
Lotus,no team name,koupert and friends,6,13,1,6,7,5,"Breach,Raze,Killjoy,Omen,Iso","Raze,Cypher,Omen,Gekko,Deadlock"
Sunset,Sentinels,NRG Esports,14,12,10,3,9,4,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Sunset,no team name,koupert and friends,13,4,9,3,1,4,"Raze,Cypher,Omen,Gekko,Iso","Breach,Raze,Cypher,Sova,Omen"
Lotus,Sentinels,NRG Esports,13,8,8,4,4,5,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Cypher,Neon,Gekko,Clove"
Split,no team name,RECR,13,9,8,4,5,5,"Breach,Raze,Cypher,Iso,Clove","Raze,Cypher,Viper,Omen,Skye"
Sunset,Akron Esports,koupert and friends,8,13,5,7,6,3,"Breach,Raze,Cypher,Sova,Omen","Breach,Raze,Cypher,Sova,Omen"
Icebox,plano gooners,koupert and friends,1,13,1,11,2,0,"Cypher,Omen,KAY/O,Neon,Iso","Sova,Viper,Harbor,Gekko,Iso"
Icebox,MIBR,Leviatán,7,13,3,9,4,4,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Lotus,Omnipotence,Akron Esports,1,13,1,11,2,0,"Breach,Raze,Killjoy,Omen,Fade","Raze,Viper,Omen,Chamber,Fade"
Ascent,Dog Barkers,RECR,12,14,3,10,4,9,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,BOMB IMPOUNDMENT SQUADRON,no team name,5,13,0,6,7,5,"Breach,Cypher,Omen,Jett,Skye","Breach,Raze,Cypher,Iso,Clove"
Icebox,plano gooners,GroundX,13,10,7,4,6,6,"Cypher,Skye,Neon,Iso,Clove","Sova,Viper,Jett,Chamber,Gekko"
Sunset,BOMB IMPOUNDMENT SQUADRON,SSK Gaming,13,3,9,3,0,4,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,Gekko,Iso"
Lotus,koupert and friends,TAMU White,14,12,8,5,7,6,"Raze,Cypher,Omen,Jett,Gekko","Breach,Raze,Gekko,Iso,Clove"
Sunset,Akron Esports,Tier 1 Québec,15,13,9,5,8,6,"Breach,Raze,Cypher,Sova,Omen","Raze,Cypher,Omen,Gekko,Iso"
Lotus,Team Leveling,LOUD GC,2,13,2,10,3,0,"Breach,Cypher,Omen,Neon,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Bind,Omnipotence,Variety,13,0,1,0,0,12,"Raze,Cypher,Brimstone,Skye,Fade","Raze,Cypher,Skye,Iso,Clove"
Bind,5 gecs,Dog Barkers,6,13,2,5,8,4,"Raze,Cypher,Brimstone,Skye,Yoru","Raze,Viper,Brimstone,Gekko,Iso"
Lotus,RITUAL BLACK,RECR,10,13,7,5,8,3,"Breach,Omen,Skye,Chamber,Neon","Breach,Cypher,Sova,Astra,Neon"
Ascent,MIBR,Leviatán,9,13,6,6,7,3,"Sova,Killjoy,Omen,Yoru,Iso","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,no team name,BuyWeWin,13,9,6,6,3,7,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,Iso"
Split,R8 Esports,Team RA'AD,8,13,7,2,11,1,"Raze,Cypher,Viper,Omen,Skye","Raze,Cypher,Viper,Omen,Skye"
Breeze,koupert and friends,The Outcasts,13,7,3,5,2,10,"Cypher,Viper,Yoru,Fade,Iso","Cypher,Sova,Viper,Jett,KAY/O"
Ascent,OCC Esports,GroundX,3,13,1,3,10,2,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Reyna,Omen,Jett,Chamber"
Lotus,Akron Esports,Hasbulla,13,4,2,3,1,11,"Raze,Viper,Omen,Chamber,Gekko","Breach,Killjoy,Omen,Neon,Gekko"
Bind,Team Leveling,LOUD GC,4,13,1,4,9,3,"Breach,Viper,Brimstone,Neon,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,TAMU White,winners circle,13,6,8,4,2,5,"Breach,Raze,Gekko,Iso,Clove","Breach,Raze,Killjoy,Omen,Fade"
Bind,Clemson Esports,Dog Barkers,6,13,1,6,7,5,"Raze,Viper,Brimstone,Skye,Yoru","Raze,Viper,Brimstone,Gekko,Iso"
Lotus,SSK Gaming,AURA Valorant,13,10,8,3,7,5,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Gekko"
Ascent,RECR,Team GC,13,0,12,0,0,1,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Sova,Killjoy,Viper,Sage"
Ascent,The Criminals,Tier 1 Québec,11,13,5,7,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,1st Odyssey,no team name,1,13,0,2,11,1,"Raze,Cypher,Jett,Skye,Astra","Breach,Raze,Cypher,Iso,Clove"
Ascent,Jean shorts,Variety,8,13,7,5,8,1,"Killjoy,Phoenix,Skye,Astra,Iso","Sova,Killjoy,Jett,Iso,Clove"
Icebox,R8 Esports,Team RA'AD,7,13,5,7,6,2,"Killjoy,Viper,Sage,Reyna,Gekko","Killjoy,Viper,Sage,Gekko,Clove"
Sunset,ForsaKen GC,Saltire Sirens,13,6,6,1,5,7,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Lotus,TOG Kitsune,Team Galaga Kitsune,13,8,8,4,4,5,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Sova,Killjoy,Omen,Neon"
Ascent,Exanimis,GoatFellas Tragos,13,9,8,2,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,LONETEAM,Outplayed,8,13,2,7,6,6,"Raze,Sova,Killjoy,Omen,Gekko","Cypher,Sova,Omen,Jett,Deadlock"
Bind,Solary,Valiant,10,13,6,6,7,4,"Viper,Brimstone,Skye,Yoru,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,Permitta Unicorns,ALTERNATE aTTaX,7,13,7,5,8,0,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Omen,KAY/O,Gekko"
Ascent,Acient Freya,Idynomashimi,12,14,6,7,7,6,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Phoenix,Omen,Jett"
Lotus,R8 Esports,Team RA'AD,13,8,7,2,6,6,"Raze,Killjoy,Omen,Skye,Astra","Raze,Omen,Fade,Deadlock,Clove"
Ascent,REVOADA,TBS GC,14,12,5,8,4,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,ESC Gaming,Chipi Chapa's,9,13,4,6,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Exanimis,GoatFellas Tragos,13,6,7,0,6,6,"Breach,Raze,Cypher,Iso,Clove","Raze,Cypher,Sova,Omen,KAY/O"
Ascent,ForsaKen GC,Saltire Sirens,11,13,3,9,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,TOG Kitsune,Team Galaga Kitsune,5,13,4,8,5,1,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Jett"
Icebox,VX300 Gaming,NOVO Esports,4,13,1,4,9,3,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Ascent,EMUs,F9 Wonders,4,13,3,9,4,1,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Phoenix,Omen,Jett"
Icebox,last second,Formulation Gaming GC,13,6,4,3,3,9,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Sage,Jett"
Ascent,Twisted Minds Orchid,Ravens GC,13,3,10,2,1,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Permitta Unicorns,ALTERNATE aTTaX,7,13,2,6,7,5,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Sova,Killjoy,Omen"
Sunset,axolotls and chips,Oserv Esport GC,13,3,11,1,2,2,"Breach,Cypher,Sova,Reyna,Harbor","Breach,Raze,Cypher,Omen,Gekko"
Lotus,Team PlayHard Glasterz,Soul Society,9,13,6,6,7,3,"Breach,Raze,Cypher,Omen,Fade","Breach,Killjoy,Omen,Neon,Fade"
Sunset,On Sight,Hidden Horizon GC,13,10,8,3,7,5,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Jett"
Icebox,BLVKHVND,Scald eSport GC,13,4,4,1,3,9,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Sage,Jett"
Split,Acient Freya,Idynomashimi,10,13,6,6,7,4,"Breach,Killjoy,Sage,Omen,Jett","Raze,Cypher,Omen,Jett,Skye"
Lotus,Solary,Valiant,12,14,5,8,6,7,"Cypher,Omen,KAY/O,Neon,Fade","Breach,Raze,Killjoy,Omen,Fade"
Breeze,?,Anonymo GC,7,13,3,5,8,4,"Sova,Viper,Jett,KAY/O,Chamber","Cypher,Sova,Viper,Jett,Yoru"
Sunset,MadWolves Esports,GnG White,10,13,7,5,8,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Sova,Omen"
Lotus,Digity Esport,Crvena zvezda esports,5,13,5,7,6,0,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Raze,Killjoy,Omen,Fade"
Bind,RIZON Sugar,Shine in Shade,13,3,3,1,2,10,"Raze,Cypher,Brimstone,Jett,Skye","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,HOWL Esports,Eternal Fire,13,5,5,1,4,8,"Raze,Cypher,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Neon"
Split,Team Falcons,Unity Esports,13,7,7,1,6,6,"Breach,Raze,Cypher,Omen,Skye","Breach,Raze,Cypher,Omen,Skye"
Bind,FTW LEÇA FC,FUZOS,13,15,6,8,7,7,"Raze,Viper,Brimstone,Skye,Iso","Viper,Brimstone,Skye,Neon,Iso"
Breeze,ESC Gaming,Chipi Chapa's,14,16,6,9,7,8,"Cypher,Sova,Viper,Jett,KAY/O","Cypher,Sova,Viper,Jett,Yoru"
Icebox,EMUs,F9 Wonders,6,13,1,6,7,5,"Killjoy,Viper,Omen,KAY/O,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Bind,TOG Kitsune,Team Galaga Kitsune,13,8,5,4,4,8,"Breach,Raze,Cypher,Brimstone,Gekko","Breach,Raze,Cypher,Brimstone,Yoru"
Sunset,Twisted Minds Orchid,Ravens GC,13,10,7,4,6,6,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Lotus,RIZON Sugar,Shine in Shade,13,2,3,0,2,10,"Raze,Killjoy,Astra,Neon,Gekko","Breach,Cypher,Omen,Neon,Fade"
Lotus,ForsaKen GC,Saltire Sirens,13,10,8,4,6,5,"Breach,Raze,Cypher,Sova,Omen","Breach,Raze,Cypher,Omen,Skye"
Ascent,MadWolves Esports,GnG White,4,13,4,8,5,0,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Team PlayHard Glasterz,Soul Society,8,13,7,5,8,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,BLVKHVND,Scald eSport GC,13,5,9,3,2,4,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Sova,Killjoy,Omen"
Icebox,axolotls and chips,Oserv Esport GC,13,6,5,2,4,8,"Killjoy,Viper,Chamber,Gekko,Clove","Sova,Killjoy,Viper,Jett,Gekko"
Lotus,last second,Formulation Gaming GC,13,10,6,5,5,7,"Breach,Killjoy,Omen,Neon,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Bind,HGE Esports,DSYRE,10,13,7,5,8,3,"Raze,Sova,Viper,Omen,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,?,Anonymo GC,3,13,0,4,9,3,"Breach,Raze,Killjoy,Omen,Fade","Raze,Sova,Omen,Deadlock,Iso"
Ascent,On Sight,Hidden Horizon GC,13,6,6,1,5,7,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,Acient Freya,Idynomashimi,13,7,11,1,6,2,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Raze,Killjoy,Omen,Gekko"
Sunset,Digity Esport,Crvena zvezda esports,4,13,3,9,4,1,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Sage,Omen,Gekko"
Split,REVOADA,TBS GC,20,18,9,10,8,11,"Raze,Cypher,Viper,Omen,Skye","Raze,Viper,Omen,Skye,Iso"
Icebox,SK Gaming,Ovation eSports,13,6,9,3,3,4,"Killjoy,Viper,KAY/O,Gekko,Clove","Sova,Killjoy,Viper,Sage,Jett"
Bind,Akroma,Zerance,7,13,4,4,9,3,"Raze,Viper,Omen,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Bind,HOWL Esports,Eternal Fire,13,9,6,6,3,7,"Raze,Viper,Brimstone,Skye,Gekko","Sova,Jett,Astra,KAY/O,Deadlock"
Sunset,B8 Esports,Acend,13,5,8,4,1,5,"Breach,Raze,Cypher,Sova,Omen","Raze,Cypher,Omen,KAY/O,Gekko"
Lotus,Team Falcons,Unity Esports,13,11,6,6,5,7,"Raze,Viper,Omen,Chamber,Gekko","Breach,Sova,Killjoy,Omen,Jett"
Icebox,REVOADA,TBS GC,1,13,1,11,2,0,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Gekko"
Split,LXT Esports GC,NOVO GC,13,6,6,6,0,7,"Breach,Raze,Cypher,Viper,Omen","Breach,Raze,Cypher,Omen,Jett"
Icebox,PPP,SAW,13,11,6,6,5,7,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Sage,Jett"
Lotus,Axolotl,RTZN,9,13,4,6,7,5,"Raze,Killjoy,Omen,Astra,Fade","Breach,Sova,Killjoy,Omen,Jett"
Lotus,SK Gaming,Ovation eSports,13,9,5,5,4,8,"Breach,Cypher,Sova,Omen,Neon","Raze,Killjoy,Viper,Omen,Fade"
Sunset,Akroma,Zerance,8,13,5,7,6,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Sova,Omen"
Breeze,B8 Esports,Acend,8,13,4,8,5,4,"Cypher,Sova,Viper,Jett,Yoru","Cypher,Sova,Viper,Jett,KAY/O"
Lotus,LXT Esports GC,NOVO GC,13,2,11,1,1,2,"Raze,Killjoy,Viper,Omen,Fade","Breach,Sova,Killjoy,Omen,Neon"
Haven,Galatasaray Esports,Istanbul Wildcats,13,4,8,4,0,5,"Breach,Sova,Killjoy,Omen,Jett","Killjoy,Viper,Omen,Jett,Skye"
Ascent,HOF Esports,Impulse GW,7,13,4,8,5,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,B8 Esports,Acend,13,7,6,2,5,7,"Raze,Viper,Omen,Yoru,Fade","Raze,Cypher,Sage,Omen,Jett"
Ascent,SK Gaming,Ovation eSports,7,13,3,9,4,4,"Breach,Cypher,Omen,Jett,Fade","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,A One Man Army,Exceptional Gaming,10,13,6,5,8,4,"Breach,Raze,Brimstone,Sage,Skye","Raze,Viper,Brimstone,Skye,Gekko"
Breeze,LXT Esports GC,NOVO GC,13,1,11,1,0,2,"Cypher,Sova,Viper,Jett,Clove","Cypher,Sova,Viper,Jett,KAY/O"
Lotus,Galatasaray Esports,Istanbul Wildcats,14,12,9,4,8,5,"Raze,Killjoy,Yoru,Astra,Fade","Raze,Sova,Killjoy,Omen,Gekko"
Breeze,A One Man Army,Exceptional Gaming,8,13,5,7,6,3,"Viper,Yoru,Astra,KAY/O,Gekko","Cypher,Sova,Viper,Jett,KAY/O"
Lotus,EX0TIK GAMING,GTZ Esports,13,6,4,3,3,9,"Breach,Killjoy,Omen,Neon,Gekko","Breach,Raze,Cypher,Sova,Omen"
Icebox,Paper Rex,DRX,13,5,10,2,3,3,"Killjoy,Viper,Sage,Jett,KAY/O","Killjoy,Viper,Jett,KAY/O,Clove"
Bind,KONOHA,Exceptional Gaming,5,13,1,5,8,4,"Raze,Cypher,Brimstone,Skye,Fade","Raze,Viper,Brimstone,Skye,Gekko"
Haven,Paper Rex,DRX,8,13,7,5,8,1,"Killjoy,Omen,Yoru,Fade,Iso","Cypher,Sova,Omen,Jett,Clove"
Lotus,KONOHA,Exceptional Gaming,4,13,2,10,3,2,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Sova,Killjoy,Omen,Neon"
Split,Paper Rex,DRX,13,4,9,3,1,4,"Raze,Viper,Omen,Jett,Skye","Raze,Cypher,Omen,Skye,Clove"
Sunset,Evergarden GC,VIXENS,13,8,5,7,1,8,"Cypher,Sova,Phoenix,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Icebox,Talon Esports,Rex Regum Qeon,13,10,10,2,8,3,"Sova,Killjoy,Harbor,Iso,Clove","Sova,Killjoy,Viper,KAY/O,Gekko"
Haven,Evergarden GC,VIXENS,7,13,2,6,7,5,"Sova,Killjoy,Omen,Yoru,Neon","Breach,Cypher,Jett,Astra,Gekko"
Sunset,Blossom,polar bear,13,6,6,1,5,7,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Sova,Omen,Gekko"
Bind,swaglord9000,Scissor Sisters,13,9,4,6,3,9,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Cypher,Skye,Astra,Clove"
Ascent,Talon Esports,Rex Regum Qeon,10,13,5,6,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Evergarden GC,VIXENS,13,9,6,4,5,7,"Raze,Cypher,Brimstone,Skye,Clove","Raze,Viper,Brimstone,Fade,Gekko"
Ascent,swaglord9000,Scissor Sisters,13,3,9,3,0,4,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,KAY/O"
Bind,Blossom,polar bear,13,5,9,3,2,4,"Raze,Cypher,Skye,Harbor,Clove","Raze,Viper,Brimstone,Skye,Neon"
