Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 2 Attacking Wins,Team 1 Agents,Team 2 Agents
Fracture,FNATIC,NRG Esports,13,9,7,6,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Sova,Killjoy,Brimstone"
Lotus,Team Liquid,EDward Gaming,13,11,8,7,"Raze,Killjoy,Viper,Omen,Fade","Raze,Cypher,Omen,Jett,Skye"
Split,Team Liquid,EDward Gaming,8,13,2,6,"Cypher,Sage,Omen,Jett,Skye","Raze,Viper,Jett,Skye,Astra"
Haven,Team Liquid,EDward Gaming,13,9,7,6,"Breach,Killjoy,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Jett"
Ascent,LOUD,Evil Geniuses,5,13,5,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Fracture,LOUD,Evil Geniuses,7,13,4,9,"Breach,Viper,Omen,KAY/O,Neon","Breach,Raze,Sova,Killjoy,Brimstone"
Haven,T1,EDward Gaming,6,13,4,10,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Fracture,T1,EDward Gaming,4,13,0,8,"Breach,Raze,Killjoy,Brimstone,Jett","Breach,Killjoy,Brimstone,Jett,Skye"
Haven,DRX,FUT Esports,13,4,2,1,"Breach,Sova,Killjoy,Omen,Jett","Breach,Killjoy,Omen,Jett,Gekko"
Fracture,DRX,FUT Esports,13,8,7,6,"Breach,Killjoy,Brimstone,Neon,Fade","Breach,Cypher,Brimstone,KAY/O,Neon"
Bind,DRX,FUT Esports,9,13,3,4,"Raze,Viper,Brimstone,Skye,KAY/O","Raze,Viper,Brimstone,KAY/O,Fade"
Bind,Natus Vincere,EDward Gaming,12,14,6,7,"Raze,Viper,Brimstone,Skye,KAY/O","Viper,Jett,Skye,Harbor,Gekko"
Pearl,Natus Vincere,EDward Gaming,15,17,9,10,"Sova,Killjoy,Jett,Astra,KAY/O","Killjoy,Viper,Jett,Skye,Harbor"
Lotus,Attacking Soul Esports,FUT Esports,6,13,2,8,"Breach,Killjoy,Omen,Jett,Skye","Killjoy,Viper,Omen,KAY/O,Neon"
Ascent,Attacking Soul Esports,FUT Esports,5,13,5,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Attacking Soul Esports,FUT Esports,13,8,4,3,"Breach,Sova,Killjoy,Omen,Jett","Breach,Killjoy,Omen,Jett,Gekko"
Pearl,NRG Esports,T1,13,11,7,6,"Killjoy,Viper,Jett,Skye,Harbor","Killjoy,Viper,Jett,Skye,Harbor"
Bind,NRG Esports,T1,13,7,6,1,"Raze,Viper,Sage,Skye,Harbor","Raze,Viper,Skye,Harbor,Gekko"
Lotus,NRG Esports,T1,11,13,6,7,"Killjoy,Viper,Omen,Skye,Neon","Killjoy,Viper,Jett,Skye,Harbor"
Ascent,DRX,Evil Geniuses,9,13,5,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Fracture,DRX,Evil Geniuses,5,13,4,5,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Sova,Killjoy,Brimstone"
Split,NRG Esports,Natus Vincere,13,6,10,4,"Raze,Viper,Jett,Skye,Astra","Raze,Killjoy,Viper,Omen,Skye"
Lotus,NRG Esports,Natus Vincere,12,14,8,9,"Killjoy,Viper,Omen,Skye,Neon","Raze,Killjoy,Viper,Omen,Fade"
Ascent,NRG Esports,Natus Vincere,13,8,7,6,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Omen,Jett,KAY/O,Fade"
Pearl,EDward Gaming,T1,12,14,6,7,"Killjoy,Viper,Jett,Skye,Harbor","Killjoy,Viper,Jett,Skye,Harbor"
Haven,EDward Gaming,T1,13,7,6,1,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Fracture,EDward Gaming,T1,10,13,6,7,"Breach,Killjoy,Brimstone,Jett,Skye","Breach,Raze,Killjoy,Brimstone,Jett"
Pearl,DRX,Attacking Soul Esports,13,7,8,3,"Killjoy,Viper,Jett,Skye,Harbor","Viper,Jett,Skye,KAY/O,Harbor"
Fracture,DRX,Attacking Soul Esports,13,10,7,5,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Killjoy,Brimstone,Jett"
Lotus,FUT Esports,Evil Geniuses,12,14,6,7,"Killjoy,Viper,Omen,KAY/O,Neon","Breach,Killjoy,Omen,Jett,Skye"
Split,FUT Esports,Evil Geniuses,5,13,0,7,"Cypher,Jett,Skye,Astra,KAY/O","Raze,Viper,Jett,Skye,Astra"
